Name,Category,Dosage Form,Strength,Manufacturer,Indication,Classification,Chemical_Name
Cefmet,Antipyretic,Tablet,565 mg,Amgen Inc.,Virus,Prescription,Cefixime
Amoximycin,Antipyretic,Cream,661 mg,"Merck & Co., Inc.",Depression,Prescription,Amoxicillin
Metostatin,Antipyretic,Syrup,495 mg,"Gilead Sciences, Inc.",Virus,Over-the-Counter,Metformin
Ibuprovir,Antidiabetic,Tablet,69 mg,Novartis AG,Virus,Prescription,Ibuprofen
Acetocillin,Antidiabetic,Drops,645 mg,Novartis AG,Fever,Prescription,Paracetamol
Metocillin,Antipyretic,Inhaler,111 mg,Novartis AG,Diabetes,Over-the-Counter,Metformin
Cefphen,Antidepressant,Inhaler,596 mg,Novo Nordisk A/S,Infection,Over-the-Counter,Cefixime
Cefcillin,Antiviral,Injection,107 mg,"Merck & Co., Inc.",Fungus,Over-the-Counter,Cefixime
Amoxinazole,Antiviral,Tablet,967 mg,Biogen Inc.,Infection,Over-the-Counter,Amoxicillin
Clarimycin,Antidiabetic,Drops,407 mg,CSL Limited,Pain,Prescription,Clarithromycin
Dolomycin,Antidepressant,Capsule,820 mg,GlaxoSmithKline plc,Fungus,Over-the-Counter,Amoxicillin
Acetocillin,Antiviral,Ointment,436 mg,Pfizer Inc.,Fever,Over-the-Counter,Paracetamol
Clarivir,Analgesic,Tablet,245 mg,Roche Holding AG,Infection,Over-the-Counter,Clarithromycin
Metophen,Antiseptic,Drops,814 mg,GlaxoSmithKline plc,Pain,Prescription,Metformin
Cefvir,Antiseptic,Inhaler,269 mg,"Merck & Co., Inc.",Diabetes,Over-the-Counter,Cefixime
Amoxivir,Antiseptic,Ointment,151 mg,Biogen Inc.,Pain,Over-the-Counter,Amoxicillin
Amoxinazole,Antibiotic,Injection,78 mg,Takeda Pharmaceutical Company Limited,Depression,Over-the-Counter,Amoxicillin
Doloprofen,Antibiotic,Syrup,461 mg,Novo Nordisk A/S,Infection,Over-the-Counter,Ibuprofen
Dextrophen,Antifungal,Inhaler,525 mg,Roche Holding AG,Wound,Prescription,Dextromethorphan
Clariprofen,Antiviral,Cream,495 mg,Novo Nordisk A/S,Virus,Over-the-Counter,Clarithromycin
Cefprofen,Antiseptic,Inhaler,197 mg,Teva Pharmaceutical Industries Ltd.,Fever,Prescription,Cefixime
Cefstatin,Analgesic,Drops,359 mg,Johnson & Johnson,Fever,Over-the-Counter,Cefixime
Metophen,Analgesic,Inhaler,326 mg,CSL Limited,Pain,Prescription,Metformin
Metoprofen,Analgesic,Tablet,609 mg,Teva Pharmaceutical Industries Ltd.,Infection,Over-the-Counter,Metformin
Clarimet,Analgesic,Drops,506 mg,Novartis AG,Depression,Prescription,Clarithromycin
Ibuprovir,Antidiabetic,Syrup,755 mg,Roche Holding AG,Fever,Over-the-Counter,Ibuprofen
Metoprofen,Antidepressant,Syrup,991 mg,Eli Lilly and Company,Depression,Over-the-Counter,Metformin
Ibuprocillin,Antidepressant,Cream,594 mg,Bayer AG,Infection,Over-the-Counter,Ibuprofen
Dextronazole,Antidepressant,Capsule,321 mg,Biogen Inc.,Infection,Prescription,Metronidazole
Ibupromycin,Antibiotic,Injection,276 mg,Bristol-Myers Squibb Company,Virus,Prescription,Azithromycin
Metophen,Antidepressant,Drops,210 mg,Novo Nordisk A/S,Pain,Over-the-Counter,Metformin
Metophen,Antipyretic,Cream,522 mg,Boehringer Ingelheim GmbH,Fever,Prescription,Metformin
Claristatin,Antidepressant,Capsule,153 mg,Amgen Inc.,Pain,Over-the-Counter,Clarithromycin
Dextrocillin,Antibiotic,Syrup,697 mg,GlaxoSmithKline plc,Fever,Prescription,Amoxicillin
Cefnazole,Antiseptic,Inhaler,665 mg,Biogen Inc.,Fungus,Over-the-Counter,Cefixime
Cefcillin,Antidepressant,Ointment,29 mg,Biogen Inc.,Infection,Prescription,Cefixime
Ibuprocillin,Antidepressant,Syrup,750 mg,Teva Pharmaceutical Industries Ltd.,Pain,Prescription,Ibuprofen
Metophen,Antifungal,Ointment,364 mg,Bristol-Myers Squibb Company,Wound,Prescription,Metformin
Dextronazole,Antibiotic,Capsule,671 mg,Bayer AG,Virus,Over-the-Counter,Metronidazole
Doloprofen,Antipyretic,Syrup,848 mg,Takeda Pharmaceutical Company Limited,Fungus,Over-the-Counter,Ibuprofen
Ibuprocillin,Antifungal,Injection,364 mg,Novartis AG,Fungus,Over-the-Counter,Ibuprofen
Dolonazole,Antiseptic,Inhaler,587 mg,GlaxoSmithKline plc,Depression,Prescription,Metronidazole
Acetoprofen,Analgesic,Capsule,131 mg,Takeda Pharmaceutical Company Limited,Depression,Prescription,Ibuprofen
Amoxiprofen,Antiseptic,Cream,713 mg,Amgen Inc.,Diabetes,Prescription,Amoxicillin
Clariprofen,Antidiabetic,Injection,962 mg,Bayer AG,Pain,Prescription,Clarithromycin
Dextromet,Analgesic,Cream,708 mg,Roche Holding AG,Fever,Over-the-Counter,Dextromethorphan
Clarimycin,Analgesic,Ointment,278 mg,Novo Nordisk A/S,Fever,Prescription,Clarithromycin
Acetophen,Antipyretic,Drops,538 mg,Bayer AG,Wound,Over-the-Counter,Paracetamol
Cefprofen,Antidepressant,Cream,72 mg,"Merck & Co., Inc.",Pain,Prescription,Cefixime
Dextrophen,Antidiabetic,Ointment,527 mg,CSL Limited,Fever,Over-the-Counter,Dextromethorphan
Amoxinazole,Antibiotic,Injection,666 mg,Pfizer Inc.,Virus,Over-the-Counter,Amoxicillin
Amoxiphen,Antibiotic,Ointment,661 mg,Biogen Inc.,Depression,Prescription,Amoxicillin
Amoximet,Antibiotic,Drops,551 mg,Eli Lilly and Company,Wound,Prescription,Amoxicillin
Acetophen,Antidiabetic,Cream,817 mg,Roche Holding AG,Fungus,Over-the-Counter,Paracetamol
Cefphen,Antidiabetic,Capsule,955 mg,Amgen Inc.,Diabetes,Prescription,Cefixime
Ibuprophen,Antipyretic,Injection,309 mg,Takeda Pharmaceutical Company Limited,Infection,Over-the-Counter,Ibuprofen
Acetocillin,Antiseptic,Cream,28 mg,Pfizer Inc.,Fever,Over-the-Counter,Paracetamol
Amoxivir,Antidiabetic,Injection,31 mg,Takeda Pharmaceutical Company Limited,Wound,Over-the-Counter,Amoxicillin
Dextroprofen,Antidiabetic,Syrup,999 mg,CSL Limited,Infection,Over-the-Counter,Ibuprofen
Acetophen,Antiviral,Tablet,645 mg,CSL Limited,Fever,Over-the-Counter,Paracetamol
Ibupronazole,Antidepressant,Capsule,907 mg,GlaxoSmithKline plc,Wound,Prescription,Ibuprofen
Clarimycin,Antifungal,Ointment,848 mg,Sanofi S.A.,Fever,Over-the-Counter,Clarithromycin
Acetoprofen,Analgesic,Ointment,908 mg,Eli Lilly and Company,Virus,Over-the-Counter,Ibuprofen
Cefcillin,Antidiabetic,Tablet,892 mg,CSL Limited,Pain,Prescription,Cefixime
Dextromet,Antidepressant,Tablet,198 mg,Johnson & Johnson,Virus,Prescription,Dextromethorphan
Amoximet,Antiviral,Ointment,162 mg,Novo Nordisk A/S,Virus,Prescription,Amoxicillin
Acetomet,Antibiotic,Tablet,661 mg,Novartis AG,Diabetes,Over-the-Counter,Paracetamol
Metovir,Antipyretic,Injection,438 mg,AbbVie Inc.,Depression,Over-the-Counter,Metformin
Amoxicillin,Antiviral,Cream,473 mg,Takeda Pharmaceutical Company Limited,Fungus,Prescription,Amoxicillin
Cefstatin,Antipyretic,Inhaler,489 mg,Bayer AG,Depression,Prescription,Cefixime
Ibuprostatin,Antipyretic,Tablet,420 mg,Bristol-Myers Squibb Company,Virus,Prescription,Ibuprofen
Ibupronazole,Analgesic,Syrup,183 mg,Sanofi S.A.,Infection,Over-the-Counter,Ibuprofen
Cefnazole,Antibiotic,Cream,347 mg,"Gilead Sciences, Inc.",Depression,Prescription,Cefixime
Dolovir,Antiseptic,Drops,580 mg,AbbVie Inc.,Depression,Prescription,Paracetamol
Cefnazole,Antidepressant,Ointment,240 mg,Amgen Inc.,Fungus,Over-the-Counter,Cefixime
Dextromet,Antiseptic,Ointment,184 mg,Teva Pharmaceutical Industries Ltd.,Virus,Prescription,Dextromethorphan
Dextrostatin,Antiviral,Capsule,691 mg,Takeda Pharmaceutical Company Limited,Wound,Prescription,Dextromethorphan
Metomet,Analgesic,Cream,924 mg,Bristol-Myers Squibb Company,Depression,Over-the-Counter,Metformin
Acetomycin,Antidiabetic,Inhaler,858 mg,Pfizer Inc.,Depression,Over-the-Counter,Amoxicillin
Amoxiprofen,Antiviral,Ointment,973 mg,GlaxoSmithKline plc,Depression,Prescription,Amoxicillin
Ibuproprofen,Antipyretic,Capsule,513 mg,Teva Pharmaceutical Industries Ltd.,Virus,Over-the-Counter,Ibuprofen
Doloprofen,Antibiotic,Drops,325 mg,Johnson & Johnson,Infection,Over-the-Counter,Ibuprofen
Dextronazole,Antidepressant,Tablet,266 mg,GlaxoSmithKline plc,Wound,Over-the-Counter,Metronidazole
Clarimycin,Antipyretic,Drops,221 mg,Bayer AG,Pain,Over-the-Counter,Clarithromycin
Dolophen,Antidepressant,Injection,32 mg,Eli Lilly and Company,Diabetes,Prescription,Paracetamol
Acetonazole,Analgesic,Drops,953 mg,Boehringer Ingelheim GmbH,Fungus,Over-the-Counter,Ketoconazole
Acetoprofen,Antiseptic,Tablet,375 mg,AstraZeneca plc,Fungus,Over-the-Counter,Ibuprofen
Acetomet,Antifungal,Injection,880 mg,Roche Holding AG,Diabetes,Over-the-Counter,Paracetamol
Metonazole,Antiviral,Capsule,586 mg,Biogen Inc.,Pain,Prescription,Metronidazole
Amoxivir,Analgesic,Tablet,565 mg,Sanofi S.A.,Wound,Prescription,Amoxicillin
Dextrostatin,Antifungal,Syrup,198 mg,Novo Nordisk A/S,Fungus,Prescription,Dextromethorphan
Metonazole,Antidepressant,Drops,80 mg,Amgen Inc.,Pain,Over-the-Counter,Metronidazole
Dextrocillin,Antibiotic,Injection,557 mg,"Gilead Sciences, Inc.",Fever,Over-the-Counter,Amoxicillin
Dextrocillin,Antipyretic,Capsule,851 mg,Takeda Pharmaceutical Company Limited,Virus,Prescription,Amoxicillin
Metomycin,Antidepressant,Cream,532 mg,Novo Nordisk A/S,Fever,Prescription,Metformin
Amoximycin,Antiseptic,Capsule,647 mg,Amgen Inc.,Depression,Prescription,Amoxicillin
Dolomet,Antidiabetic,Inhaler,768 mg,"Gilead Sciences, Inc.",Infection,Prescription,Paracetamol
Dextrocillin,Analgesic,Syrup,52 mg,Bayer AG,Diabetes,Prescription,Amoxicillin
Amoxivir,Antipyretic,Inhaler,566 mg,Takeda Pharmaceutical Company Limited,Diabetes,Prescription,Amoxicillin
Ibupromet,Antiseptic,Syrup,451 mg,Amgen Inc.,Infection,Over-the-Counter,Ibuprofen
Metomet,Antidiabetic,Injection,963 mg,Eli Lilly and Company,Fungus,Prescription,Metformin
Doloprofen,Antifungal,Tablet,37 mg,Bayer AG,Depression,Over-the-Counter,Ibuprofen
Acetocillin,Antifungal,Cream,386 mg,"Gilead Sciences, Inc.",Fungus,Prescription,Paracetamol
Clariphen,Analgesic,Tablet,728 mg,Novo Nordisk A/S,Pain,Prescription,Clarithromycin
Metophen,Antipyretic,Drops,496 mg,Eli Lilly and Company,Wound,Over-the-Counter,Metformin
Dextrocillin,Antidepressant,Ointment,106 mg,Bayer AG,Fungus,Over-the-Counter,Amoxicillin
Acetocillin,Antifungal,Drops,36 mg,GlaxoSmithKline plc,Fungus,Over-the-Counter,Paracetamol
Ibupronazole,Antidepressant,Tablet,914 mg,"Merck & Co., Inc.",Fever,Prescription,Ibuprofen
Amoxiphen,Antiseptic,Capsule,982 mg,Roche Holding AG,Fever,Over-the-Counter,Amoxicillin
Dextroprofen,Antiviral,Tablet,889 mg,Johnson & Johnson,Diabetes,Prescription,Ibuprofen
Amoxiprofen,Antidepressant,Inhaler,438 mg,Bayer AG,Depression,Over-the-Counter,Amoxicillin
Dextromet,Antipyretic,Cream,77 mg,Pfizer Inc.,Fever,Prescription,Dextromethorphan
Doloprofen,Analgesic,Inhaler,927 mg,"Gilead Sciences, Inc.",Fungus,Prescription,Ibuprofen
Cefphen,Antidiabetic,Cream,837 mg,Teva Pharmaceutical Industries Ltd.,Virus,Prescription,Cefixime
Metovir,Antidiabetic,Inhaler,794 mg,Pfizer Inc.,Infection,Prescription,Metformin
Amoximycin,Antibiotic,Syrup,488 mg,Boehringer Ingelheim GmbH,Infection,Over-the-Counter,Amoxicillin
Dolonazole,Antidepressant,Inhaler,831 mg,Takeda Pharmaceutical Company Limited,Infection,Over-the-Counter,Metronidazole
Ibuprostatin,Analgesic,Drops,909 mg,Eli Lilly and Company,Depression,Prescription,Ibuprofen
Dextromycin,Antiseptic,Tablet,573 mg,Sanofi S.A.,Wound,Over-the-Counter,Azithromycin
Amoxistatin,Antipyretic,Inhaler,882 mg,Teva Pharmaceutical Industries Ltd.,Wound,Over-the-Counter,Amoxicillin
Dolonazole,Antibiotic,Capsule,707 mg,Novo Nordisk A/S,Wound,Over-the-Counter,Metronidazole
Dextrovir,Antiviral,Capsule,499 mg,Novartis AG,Wound,Over-the-Counter,Dextromethorphan
Claricillin,Antiviral,Capsule,982 mg,"Gilead Sciences, Inc.",Depression,Over-the-Counter,Clarithromycin
Ibupromet,Antiseptic,Ointment,136 mg,Sanofi S.A.,Diabetes,Prescription,Ibuprofen
Amoxinazole,Antiviral,Cream,639 mg,AbbVie Inc.,Wound,Over-the-Counter,Amoxicillin
Claristatin,Antiviral,Syrup,634 mg,AstraZeneca plc,Fungus,Over-the-Counter,Clarithromycin
Metomycin,Analgesic,Inhaler,895 mg,Takeda Pharmaceutical Company Limited,Pain,Prescription,Metformin
Amoxiprofen,Antifungal,Injection,249 mg,Bayer AG,Pain,Over-the-Counter,Amoxicillin
Ibupromycin,Antiviral,Injection,896 mg,Amgen Inc.,Fever,Prescription,Azithromycin
Acetomet,Antidepressant,Injection,742 mg,Bristol-Myers Squibb Company,Wound,Over-the-Counter,Paracetamol
Metostatin,Antidiabetic,Ointment,275 mg,Takeda Pharmaceutical Company Limited,Pain,Prescription,Metformin
Clarivir,Antifungal,Syrup,746 mg,"Merck & Co., Inc.",Infection,Over-the-Counter,Clarithromycin
Ibuprocillin,Analgesic,Cream,759 mg,Bayer AG,Fever,Prescription,Ibuprofen
Dolomet,Antiseptic,Tablet,276 mg,Roche Holding AG,Infection,Over-the-Counter,Paracetamol
Metoprofen,Antibiotic,Syrup,831 mg,GlaxoSmithKline plc,Fever,Over-the-Counter,Metformin
Clarimycin,Antidepressant,Syrup,27 mg,Bristol-Myers Squibb Company,Diabetes,Prescription,Clarithromycin
Dolomycin,Antifungal,Ointment,156 mg,Johnson & Johnson,Infection,Prescription,Amoxicillin
Cefnazole,Antiviral,Ointment,203 mg,AstraZeneca plc,Depression,Over-the-Counter,Cefixime
Metophen,Analgesic,Drops,890 mg,"Merck & Co., Inc.",Infection,Over-the-Counter,Metformin
Amoximet,Antidiabetic,Drops,198 mg,GlaxoSmithKline plc,Virus,Prescription,Amoxicillin
Acetovir,Antidepressant,Capsule,396 mg,"Gilead Sciences, Inc.",Pain,Over-the-Counter,Paracetamol
Amoxicillin,Antifungal,Tablet,174 mg,Novartis AG,Diabetes,Over-the-Counter,Amoxicillin
Cefphen,Antibiotic,Tablet,806 mg,Pfizer Inc.,Pain,Prescription,Cefixime
Cefphen,Antipyretic,Drops,622 mg,Biogen Inc.,Pain,Over-the-Counter,Cefixime
Dextrovir,Antifungal,Ointment,294 mg,Eli Lilly and Company,Infection,Over-the-Counter,Dextromethorphan
Dolovir,Antidiabetic,Injection,43 mg,CSL Limited,Diabetes,Prescription,Paracetamol
Claricillin,Antidepressant,Tablet,526 mg,Johnson & Johnson,Infection,Over-the-Counter,Clarithromycin
Ibupromycin,Antipyretic,Cream,118 mg,Eli Lilly and Company,Depression,Prescription,Azithromycin
Ibupronazole,Antifungal,Syrup,454 mg,Novartis AG,Depression,Over-the-Counter,Ibuprofen
Ibupronazole,Antipyretic,Tablet,29 mg,AstraZeneca plc,Fever,Prescription,Ibuprofen
Clarimet,Antiviral,Tablet,9 mg,Biogen Inc.,Pain,Prescription,Clarithromycin
Dextromet,Antibiotic,Cream,578 mg,Pfizer Inc.,Pain,Over-the-Counter,Dextromethorphan
Amoxivir,Analgesic,Ointment,222 mg,Roche Holding AG,Virus,Over-the-Counter,Amoxicillin
Ibupronazole,Antiseptic,Injection,291 mg,Sanofi S.A.,Diabetes,Prescription,Ibuprofen
Amoxinazole,Antibiotic,Cream,286 mg,GlaxoSmithKline plc,Fever,Over-the-Counter,Amoxicillin
Ibuprocillin,Antiviral,Cream,149 mg,Amgen Inc.,Pain,Prescription,Ibuprofen
Ibupromet,Analgesic,Ointment,937 mg,Takeda Pharmaceutical Company Limited,Virus,Prescription,Ibuprofen
Clariphen,Antidepressant,Tablet,242 mg,Takeda Pharmaceutical Company Limited,Infection,Prescription,Clarithromycin
Ibuprophen,Antidiabetic,Injection,774 mg,Novo Nordisk A/S,Wound,Prescription,Ibuprofen
Amoxiphen,Antidiabetic,Injection,175 mg,Pfizer Inc.,Wound,Over-the-Counter,Amoxicillin
Ibuprophen,Antifungal,Injection,879 mg,Biogen Inc.,Depression,Prescription,Ibuprofen
Amoxistatin,Antipyretic,Cream,716 mg,Teva Pharmaceutical Industries Ltd.,Virus,Prescription,Amoxicillin
Ibupromet,Antiviral,Syrup,355 mg,Novartis AG,Depression,Prescription,Ibuprofen
Amoxicillin,Antidepressant,Injection,881 mg,Sanofi S.A.,Fungus,Prescription,Amoxicillin
Dolophen,Analgesic,Ointment,200 mg,Pfizer Inc.,Diabetes,Over-the-Counter,Paracetamol
Ibupromycin,Antiviral,Tablet,532 mg,GlaxoSmithKline plc,Infection,Prescription,Azithromycin
Dextrostatin,Antibiotic,Tablet,435 mg,"Gilead Sciences, Inc.",Diabetes,Prescription,Dextromethorphan
Dolomet,Analgesic,Ointment,711 mg,Bristol-Myers Squibb Company,Diabetes,Over-the-Counter,Paracetamol
Ibuproprofen,Analgesic,Capsule,895 mg,Pfizer Inc.,Fever,Over-the-Counter,Ibuprofen
Clariprofen,Antifungal,Cream,52 mg,Sanofi S.A.,Depression,Prescription,Clarithromycin
Clariprofen,Antidepressant,Inhaler,744 mg,AbbVie Inc.,Fever,Prescription,Clarithromycin
Clariprofen,Antidiabetic,Cream,938 mg,"Gilead Sciences, Inc.",Fungus,Prescription,Clarithromycin
Amoxiprofen,Antiviral,Tablet,348 mg,Pfizer Inc.,Diabetes,Prescription,Amoxicillin
Acetomycin,Antipyretic,Inhaler,686 mg,Roche Holding AG,Pain,Prescription,Amoxicillin
Clarivir,Antidepressant,Ointment,605 mg,Novartis AG,Diabetes,Over-the-Counter,Clarithromycin
Dolocillin,Antipyretic,Tablet,161 mg,Bristol-Myers Squibb Company,Virus,Prescription,Ibuprofen
Ibupronazole,Antidepressant,Drops,524 mg,Novartis AG,Fever,Over-the-Counter,Ibuprofen
Amoxinazole,Antiseptic,Ointment,737 mg,Roche Holding AG,Infection,Prescription,Amoxicillin
Dextronazole,Analgesic,Capsule,79 mg,Biogen Inc.,Wound,Prescription,Metronidazole
Clariprofen,Antidepressant,Drops,31 mg,GlaxoSmithKline plc,Fever,Over-the-Counter,Clarithromycin
Acetomycin,Analgesic,Tablet,739 mg,AstraZeneca plc,Fever,Prescription,Amoxicillin
Clariprofen,Antiseptic,Cream,174 mg,GlaxoSmithKline plc,Fever,Over-the-Counter,Clarithromycin
Ibuproprofen,Antiviral,Capsule,262 mg,CSL Limited,Wound,Prescription,Ibuprofen
Metonazole,Antiviral,Ointment,175 mg,AbbVie Inc.,Diabetes,Prescription,Metronidazole
Dextrophen,Antidepressant,Drops,724 mg,Eli Lilly and Company,Wound,Over-the-Counter,Dextromethorphan
Metocillin,Analgesic,Tablet,715 mg,Pfizer Inc.,Fungus,Prescription,Metformin
Metomycin,Antipyretic,Tablet,971 mg,Johnson & Johnson,Virus,Prescription,Metformin
Clariprofen,Antiseptic,Ointment,595 mg,Novartis AG,Depression,Prescription,Clarithromycin
Claricillin,Antifungal,Syrup,627 mg,AstraZeneca plc,Pain,Prescription,Clarithromycin
Dolomet,Antipyretic,Cream,497 mg,Takeda Pharmaceutical Company Limited,Pain,Over-the-Counter,Paracetamol
Dextrophen,Antibiotic,Injection,839 mg,"Merck & Co., Inc.",Diabetes,Prescription,Dextromethorphan
Ibuprovir,Antiviral,Cream,740 mg,Pfizer Inc.,Fungus,Prescription,Ibuprofen
Clariprofen,Antiviral,Ointment,263 mg,Takeda Pharmaceutical Company Limited,Virus,Prescription,Clarithromycin
Cefvir,Antifungal,Tablet,473 mg,Sanofi S.A.,Wound,Over-the-Counter,Cefixime
Clariprofen,Antidiabetic,Injection,231 mg,Bayer AG,Infection,Prescription,Clarithromycin
Dextromet,Analgesic,Inhaler,800 mg,Roche Holding AG,Wound,Prescription,Dextromethorphan
Cefvir,Analgesic,Drops,373 mg,Teva Pharmaceutical Industries Ltd.,Fever,Prescription,Cefixime
Metostatin,Antidepressant,Inhaler,830 mg,AbbVie Inc.,Virus,Prescription,Metformin
Clarimet,Antifungal,Syrup,429 mg,GlaxoSmithKline plc,Virus,Prescription,Clarithromycin
Clarinazole,Antiviral,Tablet,359 mg,Bristol-Myers Squibb Company,Fungus,Over-the-Counter,Clarithromycin
Acetocillin,Antidiabetic,Injection,140 mg,GlaxoSmithKline plc,Depression,Over-the-Counter,Paracetamol
Amoximet,Antiseptic,Syrup,161 mg,Novartis AG,Diabetes,Over-the-Counter,Amoxicillin
Ibuproprofen,Antidepressant,Capsule,219 mg,GlaxoSmithKline plc,Pain,Prescription,Ibuprofen
Ibuprovir,Antiseptic,Syrup,407 mg,Teva Pharmaceutical Industries Ltd.,Depression,Over-the-Counter,Ibuprofen
Cefmet,Antipyretic,Tablet,774 mg,Pfizer Inc.,Virus,Over-the-Counter,Cefixime
Metostatin,Antifungal,Injection,219 mg,Johnson & Johnson,Pain,Over-the-Counter,Metformin
Dolovir,Antiviral,Drops,391 mg,Sanofi S.A.,Wound,Over-the-Counter,Paracetamol
Metophen,Antifungal,Drops,623 mg,Takeda Pharmaceutical Company Limited,Virus,Over-the-Counter,Metformin
Dextrostatin,Antifungal,Cream,757 mg,Novo Nordisk A/S,Infection,Over-the-Counter,Dextromethorphan
Dextrophen,Antiseptic,Inhaler,324 mg,Johnson & Johnson,Wound,Prescription,Dextromethorphan
Dextromycin,Antiseptic,Cream,596 mg,Novartis AG,Fungus,Prescription,Azithromycin
Amoxistatin,Analgesic,Cream,711 mg,Takeda Pharmaceutical Company Limited,Fever,Over-the-Counter,Amoxicillin
Claristatin,Antidepressant,Injection,84 mg,Biogen Inc.,Fever,Prescription,Clarithromycin
Dextroprofen,Antiseptic,Tablet,193 mg,Novartis AG,Fungus,Over-the-Counter,Ibuprofen
Metovir,Antiseptic,Tablet,42 mg,Boehringer Ingelheim GmbH,Wound,Over-the-Counter,Metformin
Metomet,Antiseptic,Drops,688 mg,CSL Limited,Virus,Over-the-Counter,Metformin
Amoxiprofen,Antidepressant,Capsule,487 mg,Johnson & Johnson,Virus,Prescription,Amoxicillin
Acetophen,Antipyretic,Drops,141 mg,Biogen Inc.,Diabetes,Over-the-Counter,Paracetamol
Amoximet,Antidiabetic,Capsule,228 mg,AstraZeneca plc,Wound,Over-the-Counter,Amoxicillin
Acetovir,Antifungal,Syrup,944 mg,Teva Pharmaceutical Industries Ltd.,Fungus,Over-the-Counter,Paracetamol
Metovir,Antiseptic,Cream,66 mg,AbbVie Inc.,Fungus,Prescription,Metformin
Amoxinazole,Antibiotic,Cream,925 mg,AbbVie Inc.,Fungus,Over-the-Counter,Amoxicillin
Dolonazole,Antibiotic,Inhaler,707 mg,Eli Lilly and Company,Depression,Over-the-Counter,Metronidazole
Amoxinazole,Antiviral,Tablet,773 mg,Sanofi S.A.,Infection,Over-the-Counter,Amoxicillin
Dextrocillin,Antiseptic,Tablet,631 mg,Pfizer Inc.,Pain,Prescription,Amoxicillin
Clarimet,Antiviral,Syrup,105 mg,Novartis AG,Wound,Over-the-Counter,Clarithromycin
Dextrostatin,Antiviral,Syrup,995 mg,"Merck & Co., Inc.",Diabetes,Over-the-Counter,Dextromethorphan
Dextromycin,Analgesic,Syrup,79 mg,Pfizer Inc.,Diabetes,Over-the-Counter,Azithromycin
Clarivir,Antifungal,Capsule,805 mg,AstraZeneca plc,Pain,Over-the-Counter,Clarithromycin
Dolostatin,Antidiabetic,Tablet,82 mg,AbbVie Inc.,Wound,Prescription,Ibuprofen
Dolostatin,Antibiotic,Cream,855 mg,Novartis AG,Infection,Over-the-Counter,Ibuprofen
Ibupromet,Antiseptic,Injection,554 mg,"Gilead Sciences, Inc.",Depression,Over-the-Counter,Ibuprofen
Dextrophen,Antibiotic,Drops,914 mg,Teva Pharmaceutical Industries Ltd.,Virus,Over-the-Counter,Dextromethorphan
Cefcillin,Antidepressant,Syrup,178 mg,Amgen Inc.,Wound,Prescription,Cefixime
Amoxivir,Antiviral,Drops,989 mg,AbbVie Inc.,Pain,Over-the-Counter,Amoxicillin
Amoxivir,Antidiabetic,Inhaler,756 mg,Amgen Inc.,Diabetes,Prescription,Amoxicillin
Claricillin,Antidiabetic,Capsule,702 mg,Bayer AG,Fungus,Prescription,Clarithromycin
Acetophen,Analgesic,Drops,933 mg,Bristol-Myers Squibb Company,Diabetes,Over-the-Counter,Paracetamol
Acetoprofen,Antidiabetic,Syrup,295 mg,Boehringer Ingelheim GmbH,Diabetes,Prescription,Ibuprofen
Clarivir,Antidiabetic,Ointment,751 mg,Roche Holding AG,Depression,Over-the-Counter,Clarithromycin
