Name,Category,Dosage Form,Strength,Manufacturer,Indication,Classification
Cefmycin,Antipyretic,Drops,233 mg,"Merck & Co., Inc.",Infection,Over-the-Counter
Cefphen,Antidepressant,Ointment,388 mg,Sanofi S.A.,Fungus,Over-the-Counter
Acetostatin,Antidepressant,Injection,714 mg,Novartis AG,Fungus,Prescription
Metomycin,Antifungal,Ointment,541 mg,Eli Lilly and Company,Infection,Prescription
Dextromycin,Antidiabetic,Capsule,678 mg,AbbVie Inc.,Depression,Over-the-Counter
Clariphen,Antidiabetic,Syrup,334 mg,Johnson & Johnson,Wound,Prescription
Metonazole,Antifungal,Injection,137 mg,Pfizer Inc.,Pain,Prescription
Amoxiphen,Analgesic,Inhaler,525 mg,Eli Lilly and Company,Wound,Over-the-Counter
Amoximycin,Analgesic,Cream,528 mg,Takeda Pharmaceutical Company Limited,Fever,Prescription
Ibuprocillin,Antiviral,Tablet,560 mg,Novartis AG,Pain,Over-the-Counter
Amoxistatin,Antibiotic,Ointment,398 mg,"Merck & Co., Inc.",Virus,Prescription
Clarimycin,Antibiotic,Ointment,179 mg,Pfizer Inc.,Pain,Over-the-Counter
Cefphen,Antiseptic,Inhaler,839 mg,AstraZeneca plc,Depression,Prescription
Dextrocillin,Analgesic,Injection,167 mg,Boehringer Ingelheim GmbH,Fever,Over-the-Counter
Clarimet,Antiviral,Syrup,748 mg,Biogen Inc.,Infection,Prescription
Dolomycin,Antiseptic,Capsule,114 mg,CSL Limited,Diabetes,Over-the-Counter
Doloprofen,Antidepressant,Drops,317 mg,Pfizer Inc.,Infection,Prescription
Amoxinazole,Antiseptic,Tablet,302 mg,Biogen Inc.,Infection,Over-the-Counter
Metostatin,Antiviral,Capsule,815 mg,Takeda Pharmaceutical Company Limited,Wound,Over-the-Counter
Acetophen,Antifungal,Cream,844 mg,Bristol-Myers Squibb Company,Virus,Over-the-Counter
Metophen,Antidepressant,Ointment,141 mg,Amgen Inc.,Virus,Prescription
Cefnazole,Antiviral,Syrup,335 mg,Sanofi S.A.,Diabetes,Over-the-Counter
Amoxiphen,Antidepressant,Capsule,737 mg,Eli Lilly and Company,Pain,Over-the-Counter
Metovir,Antiviral,Tablet,632 mg,Novo Nordisk A/S,Virus,Over-the-Counter
Acetomycin,Antiviral,Syrup,195 mg,Eli Lilly and Company,Virus,Prescription
Ibuprocillin,Analgesic,Syrup,510 mg,Novartis AG,Diabetes,Prescription
Dolomet,Antiseptic,Syrup,365 mg,Teva Pharmaceutical Industries Ltd.,Fever,Prescription
Dextronazole,Antiseptic,Ointment,360 mg,Takeda Pharmaceutical Company Limited,Fungus,Over-the-Counter
Amoxivir,Antiviral,Ointment,999 mg,Teva Pharmaceutical Industries Ltd.,Virus,Prescription
Dextrocillin,Antifungal,Drops,393 mg,Johnson & Johnson,Fever,Over-the-Counter
Cefvir,Antipyretic,Tablet,566 mg,Roche Holding AG,Wound,Over-the-Counter
Ibuprostatin,Analgesic,Capsule,360 mg,Boehringer Ingelheim GmbH,Wound,Prescription
Ibupromycin,Antipyretic,Ointment,96 mg,"Gilead Sciences, Inc.",Virus,Over-the-Counter
Cefmet,Analgesic,Drops,246 mg,Eli Lilly and Company,Diabetes,Over-the-Counter
Metoprofen,Antiviral,Syrup,753 mg,AstraZeneca plc,Pain,Over-the-Counter
Acetophen,Antibiotic,Injection,121 mg,Bristol-Myers Squibb Company,Fungus,Over-the-Counter
Ibuprostatin,Antifungal,Injection,338 mg,Bristol-Myers Squibb Company,Pain,Over-the-Counter
Acetostatin,Analgesic,Inhaler,209 mg,Roche Holding AG,Pain,Prescription
Dextrovir,Antiviral,Drops,217 mg,Amgen Inc.,Depression,Over-the-Counter
Cefmycin,Antidepressant,Ointment,101 mg,"Gilead Sciences, Inc.",Wound,Prescription
Amoxivir,Antidepressant,Inhaler,277 mg,Pfizer Inc.,Diabetes,Over-the-Counter
Acetoprofen,Antipyretic,Syrup,900 mg,Boehringer Ingelheim GmbH,Virus,Over-the-Counter
Ibuproprofen,Antidiabetic,Syrup,245 mg,Johnson & Johnson,Virus,Prescription
Clarimet,Antiseptic,Drops,494 mg,Eli Lilly and Company,Fungus,Over-the-Counter
Dolostatin,Analgesic,Tablet,838 mg,Pfizer Inc.,Fever,Prescription
Dolonazole,Antidepressant,Syrup,771 mg,Bristol-Myers Squibb Company,Diabetes,Over-the-Counter
Acetovir,Antifungal,Drops,485 mg,Bristol-Myers Squibb Company,Depression,Over-the-Counter
Cefnazole,Antiviral,Capsule,617 mg,"Merck & Co., Inc.",Fungus,Prescription
Dolomet,Antidepressant,Syrup,416 mg,"Merck & Co., Inc.",Depression,Prescription
Amoxicillin,Antidepressant,Tablet,79 mg,Biogen Inc.,Pain,Over-the-Counter
Doloprofen,Antibiotic,Inhaler,584 mg,Biogen Inc.,Wound,Over-the-Counter
Amoxiphen,Antipyretic,Ointment,584 mg,Johnson & Johnson,Depression,Prescription
Acetovir,Antiseptic,Cream,653 mg,Biogen Inc.,Pain,Over-the-Counter
Acetomet,Antidiabetic,Ointment,830 mg,Eli Lilly and Company,Diabetes,Prescription
Cefmet,Antipyretic,Inhaler,222 mg,Johnson & Johnson,Fungus,Over-the-Counter
Clarinazole,Antibiotic,Syrup,16 mg,Teva Pharmaceutical Industries Ltd.,Diabetes,Prescription
Cefprofen,Antiseptic,Inhaler,817 mg,Pfizer Inc.,Infection,Prescription
Metomet,Antipyretic,Syrup,946 mg,GlaxoSmithKline plc,Diabetes,Prescription
Cefnazole,Antiviral,Ointment,667 mg,Takeda Pharmaceutical Company Limited,Depression,Over-the-Counter
Clarivir,Analgesic,Injection,917 mg,Novo Nordisk A/S,Depression,Over-the-Counter
Amoxiphen,Antibiotic,Inhaler,154 mg,Johnson & Johnson,Fever,Over-the-Counter
Ibuprophen,Antidiabetic,Syrup,844 mg,Bayer AG,Wound,Prescription
Dextronazole,Antipyretic,Capsule,672 mg,Biogen Inc.,Infection,Over-the-Counter
Ibuproprofen,Antidiabetic,Ointment,606 mg,"Merck & Co., Inc.",Depression,Prescription
Acetoprofen,Antiviral,Ointment,115 mg,CSL Limited,Pain,Over-the-Counter
Amoxiphen,Antidiabetic,Inhaler,831 mg,"Gilead Sciences, Inc.",Depression,Over-the-Counter
Cefmet,Analgesic,Syrup,559 mg,GlaxoSmithKline plc,Depression,Prescription
Amoximycin,Antifungal,Injection,838 mg,AstraZeneca plc,Fever,Prescription
Acetostatin,Antibiotic,Injection,356 mg,Eli Lilly and Company,Virus,Over-the-Counter
Dextromet,Antibiotic,Inhaler,946 mg,"Gilead Sciences, Inc.",Fungus,Prescription
Ibuprovir,Antibiotic,Inhaler,656 mg,AbbVie Inc.,Depression,Prescription
Clarimet,Antifungal,Drops,771 mg,Bayer AG,Diabetes,Prescription
Doloprofen,Antifungal,Injection,111 mg,Sanofi S.A.,Depression,Over-the-Counter
Cefmet,Antiseptic,Cream,850 mg,Amgen Inc.,Wound,Prescription
Clariprofen,Antidiabetic,Inhaler,618 mg,Bayer AG,Depression,Prescription
Ibupromycin,Analgesic,Tablet,412 mg,GlaxoSmithKline plc,Virus,Over-the-Counter
Amoxiprofen,Antiviral,Capsule,181 mg,"Gilead Sciences, Inc.",Depression,Over-the-Counter
Clarimycin,Antiviral,Ointment,402 mg,Novartis AG,Depression,Over-the-Counter
Metomet,Antipyretic,Inhaler,133 mg,Johnson & Johnson,Pain,Over-the-Counter
Acetovir,Antiviral,Injection,350 mg,AbbVie Inc.,Pain,Over-the-Counter
Cefmycin,Antidiabetic,Cream,684 mg,Roche Holding AG,Fungus,Prescription
Clariprofen,Antipyretic,Capsule,26 mg,Pfizer Inc.,Diabetes,Over-the-Counter
Dextronazole,Analgesic,Inhaler,316 mg,Bayer AG,Diabetes,Prescription
Amoxinazole,Antidepressant,Ointment,827 mg,Amgen Inc.,Virus,Prescription
Cefstatin,Analgesic,Tablet,625 mg,Boehringer Ingelheim GmbH,Diabetes,Over-the-Counter
Ibupromet,Antibiotic,Drops,201 mg,Sanofi S.A.,Fungus,Over-the-Counter
Dolomet,Antiviral,Inhaler,769 mg,Pfizer Inc.,Wound,Prescription
Metomycin,Antipyretic,Injection,755 mg,AbbVie Inc.,Infection,Prescription
Dolophen,Antidiabetic,Drops,725 mg,Pfizer Inc.,Depression,Prescription
Acetocillin,Antiviral,Inhaler,850 mg,Novo Nordisk A/S,Fungus,Over-the-Counter
Clariprofen,Antipyretic,Capsule,366 mg,"Gilead Sciences, Inc.",Depression,Prescription
Dolomycin,Antiviral,Syrup,318 mg,Biogen Inc.,Diabetes,Prescription
Acetomet,Antidiabetic,Syrup,15 mg,"Merck & Co., Inc.",Fungus,Prescription
Cefcillin,Antibiotic,Syrup,95 mg,"Merck & Co., Inc.",Fever,Prescription
Amoxiphen,Antipyretic,Capsule,43 mg,Bayer AG,Pain,Over-the-Counter
Clarimet,Antipyretic,Drops,159 mg,Sanofi S.A.,Pain,Prescription
Clarimycin,Antidiabetic,Inhaler,200 mg,AbbVie Inc.,Wound,Over-the-Counter
Dolonazole,Antibiotic,Capsule,86 mg,AstraZeneca plc,Infection,Over-the-Counter
Cefvir,Antidepressant,Syrup,619 mg,CSL Limited,Infection,Prescription
Ibupronazole,Analgesic,Drops,465 mg,Bristol-Myers Squibb Company,Virus,Prescription
Acetostatin,Antidepressant,Cream,590 mg,"Merck & Co., Inc.",Fever,Over-the-Counter
Acetovir,Antidiabetic,Capsule,192 mg,Sanofi S.A.,Fever,Prescription
Ibuprovir,Antibiotic,Injection,267 mg,Johnson & Johnson,Fever,Over-the-Counter
Dolonazole,Antiseptic,Drops,404 mg,Biogen Inc.,Wound,Prescription
Clariprofen,Analgesic,Injection,73 mg,Amgen Inc.,Infection,Prescription
Clarimycin,Antiviral,Cream,706 mg,Amgen Inc.,Fungus,Over-the-Counter
Clariprofen,Antibiotic,Syrup,564 mg,Novartis AG,Wound,Prescription
Dolovir,Antibiotic,Ointment,392 mg,Sanofi S.A.,Wound,Prescription
Ibupronazole,Antiseptic,Injection,554 mg,CSL Limited,Fever,Over-the-Counter
Clarivir,Antidepressant,Cream,96 mg,Sanofi S.A.,Fungus,Over-the-Counter
Ibupromet,Analgesic,Injection,42 mg,Novartis AG,Diabetes,Over-the-Counter
Acetovir,Antifungal,Syrup,585 mg,Pfizer Inc.,Depression,Over-the-Counter
Clariprofen,Analgesic,Capsule,252 mg,Sanofi S.A.,Virus,Prescription
Cefmycin,Antidepressant,Capsule,762 mg,Novartis AG,Diabetes,Prescription
Metoprofen,Antiviral,Cream,726 mg,Bristol-Myers Squibb Company,Depression,Prescription
Acetophen,Antiseptic,Ointment,101 mg,AstraZeneca plc,Pain,Prescription
Cefmet,Analgesic,Ointment,569 mg,Johnson & Johnson,Fungus,Prescription
Amoxistatin,Antipyretic,Syrup,719 mg,"Merck & Co., Inc.",Fungus,Prescription
Clarimet,Antiviral,Syrup,487 mg,Johnson & Johnson,Fever,Prescription
Clariprofen,Antifungal,Inhaler,363 mg,"Merck & Co., Inc.",Depression,Prescription
Cefnazole,Antifungal,Syrup,206 mg,Johnson & Johnson,Infection,Prescription
Metomet,Antidepressant,Syrup,231 mg,GlaxoSmithKline plc,Fever,Prescription
Ibuproprofen,Antipyretic,Capsule,119 mg,AstraZeneca plc,Diabetes,Prescription
Metocillin,Antifungal,Syrup,12 mg,Bayer AG,Infection,Prescription
Dolonazole,Antidiabetic,Drops,287 mg,AstraZeneca plc,Virus,Over-the-Counter
Claricillin,Antipyretic,Cream,493 mg,Roche Holding AG,Wound,Prescription
Cefmycin,Antidiabetic,Syrup,688 mg,Johnson & Johnson,Infection,Prescription
Dextrocillin,Antidepressant,Syrup,663 mg,Bristol-Myers Squibb Company,Pain,Over-the-Counter
Amoxistatin,Antidiabetic,Tablet,122 mg,Boehringer Ingelheim GmbH,Depression,Over-the-Counter
Dolophen,Antifungal,Capsule,645 mg,Takeda Pharmaceutical Company Limited,Diabetes,Over-the-Counter
Amoxinazole,Antidepressant,Cream,943 mg,Novo Nordisk A/S,Wound,Prescription
Metocillin,Antiseptic,Injection,770 mg,Teva Pharmaceutical Industries Ltd.,Depression,Prescription
Metostatin,Antidepressant,Capsule,448 mg,Pfizer Inc.,Virus,Prescription
Dolovir,Antidepressant,Cream,430 mg,Teva Pharmaceutical Industries Ltd.,Wound,Over-the-Counter
Ibupromycin,Antifungal,Ointment,295 mg,Eli Lilly and Company,Pain,Over-the-Counter
Metocillin,Antidepressant,Injection,384 mg,CSL Limited,Wound,Prescription
Ibuproprofen,Antibiotic,Injection,613 mg,Bayer AG,Virus,Prescription
Amoximet,Antiseptic,Syrup,769 mg,Takeda Pharmaceutical Company Limited,Fever,Prescription
Acetovir,Antifungal,Tablet,933 mg,Roche Holding AG,Virus,Prescription
Clarimycin,Antibiotic,Cream,349 mg,Amgen Inc.,Fever,Prescription
Cefnazole,Antibiotic,Drops,264 mg,Bayer AG,Fungus,Prescription
Metostatin,Analgesic,Syrup,384 mg,"Gilead Sciences, Inc.",Fever,Over-the-Counter
Cefprofen,Antidepressant,Tablet,401 mg,"Gilead Sciences, Inc.",Virus,Over-the-Counter
Dextroprofen,Analgesic,Cream,554 mg,Pfizer Inc.,Depression,Over-the-Counter
Amoxiprofen,Antiviral,Injection,868 mg,GlaxoSmithKline plc,Virus,Prescription
Dextrophen,Antipyretic,Injection,444 mg,AbbVie Inc.,Fever,Prescription
Ibuprophen,Antipyretic,Cream,696 mg,AstraZeneca plc,Diabetes,Prescription
Clarivir,Antipyretic,Ointment,924 mg,Boehringer Ingelheim GmbH,Fungus,Prescription
Clariprofen,Analgesic,Tablet,922 mg,Sanofi S.A.,Diabetes,Prescription
Acetophen,Antidepressant,Drops,395 mg,Teva Pharmaceutical Industries Ltd.,Depression,Over-the-Counter
Acetovir,Antiviral,Tablet,687 mg,Eli Lilly and Company,Diabetes,Over-the-Counter
Cefstatin,Antipyretic,Capsule,207 mg,Boehringer Ingelheim GmbH,Diabetes,Over-the-Counter
Claristatin,Analgesic,Cream,114 mg,Novo Nordisk A/S,Wound,Prescription
Metocillin,Antibiotic,Capsule,917 mg,"Gilead Sciences, Inc.",Fungus,Prescription
Amoxicillin,Analgesic,Injection,786 mg,Teva Pharmaceutical Industries Ltd.,Fungus,Prescription
Amoximet,Antidiabetic,Tablet,324 mg,Novartis AG,Depression,Prescription
Clarinazole,Antidiabetic,Cream,190 mg,"Merck & Co., Inc.",Virus,Over-the-Counter
Metomet,Antiviral,Capsule,886 mg,Teva Pharmaceutical Industries Ltd.,Fungus,Over-the-Counter
Acetophen,Antifungal,Capsule,189 mg,Teva Pharmaceutical Industries Ltd.,Depression,Over-the-Counter
Dolomet,Antifungal,Capsule,845 mg,Biogen Inc.,Depression,Prescription
Metocillin,Antipyretic,Capsule,935 mg,"Merck & Co., Inc.",Wound,Prescription
Cefstatin,Antidiabetic,Drops,151 mg,Pfizer Inc.,Pain,Over-the-Counter
Dolomet,Antipyretic,Tablet,329 mg,CSL Limited,Pain,Prescription
Amoxiphen,Antiseptic,Cream,927 mg,AstraZeneca plc,Infection,Over-the-Counter
Claristatin,Antifungal,Capsule,915 mg,Johnson & Johnson,Wound,Prescription
Metomet,Antibiotic,Capsule,601 mg,Bayer AG,Depression,Prescription
Acetovir,Antifungal,Tablet,377 mg,Roche Holding AG,Depression,Over-the-Counter
Ibuprophen,Antidepressant,Capsule,244 mg,Roche Holding AG,Virus,Prescription
Claricillin,Analgesic,Inhaler,690 mg,Novartis AG,Fungus,Over-the-Counter
Ibuprostatin,Antidiabetic,Ointment,812 mg,Teva Pharmaceutical Industries Ltd.,Pain,Over-the-Counter
Ibupromycin,Antiviral,Inhaler,251 mg,Bristol-Myers Squibb Company,Depression,Prescription
Metomet,Antidepressant,Syrup,876 mg,Roche Holding AG,Diabetes,Over-the-Counter
Metonazole,Antiviral,Tablet,22 mg,Roche Holding AG,Depression,Prescription
Ibuprostatin,Antipyretic,Injection,487 mg,Boehringer Ingelheim GmbH,Virus,Over-the-Counter
Metophen,Antiseptic,Tablet,467 mg,Sanofi S.A.,Wound,Over-the-Counter
Dolomycin,Antidiabetic,Syrup,20 mg,Roche Holding AG,Fever,Prescription
Dolomet,Antipyretic,Tablet,230 mg,Boehringer Ingelheim GmbH,Pain,Over-the-Counter
Dextrovir,Antifungal,Capsule,513 mg,Teva Pharmaceutical Industries Ltd.,Diabetes,Over-the-Counter
Ibuproprofen,Antidiabetic,Cream,966 mg,Bristol-Myers Squibb Company,Depression,Over-the-Counter
Ibuprovir,Antidepressant,Syrup,484 mg,Bristol-Myers Squibb Company,Virus,Over-the-Counter
Dolostatin,Analgesic,Ointment,357 mg,Biogen Inc.,Wound,Over-the-Counter
Claristatin,Antibiotic,Injection,572 mg,Novo Nordisk A/S,Wound,Over-the-Counter
Cefnazole,Antiseptic,Inhaler,256 mg,Pfizer Inc.,Diabetes,Prescription
Dolonazole,Antiviral,Injection,335 mg,Johnson & Johnson,Virus,Over-the-Counter
Cefnazole,Antidiabetic,Inhaler,876 mg,Boehringer Ingelheim GmbH,Depression,Prescription
Amoximet,Antibiotic,Tablet,287 mg,Johnson & Johnson,Depression,Prescription
Metophen,Antidiabetic,Drops,615 mg,Biogen Inc.,Diabetes,Prescription
Dextrocillin,Antidiabetic,Injection,720 mg,Boehringer Ingelheim GmbH,Virus,Prescription
Ibuprostatin,Antipyretic,Tablet,838 mg,AstraZeneca plc,Fever,Over-the-Counter
Clarimycin,Antidiabetic,Cream,611 mg,Biogen Inc.,Fungus,Over-the-Counter
Metomet,Antidepressant,Syrup,693 mg,Pfizer Inc.,Diabetes,Prescription
Metomycin,Antiseptic,Drops,950 mg,AstraZeneca plc,Fungus,Prescription
Metovir,Analgesic,Ointment,801 mg,Eli Lilly and Company,Infection,Over-the-Counter
Cefcillin,Antiseptic,Ointment,29 mg,Novartis AG,Wound,Over-the-Counter
Dextrocillin,Antipyretic,Drops,443 mg,Novartis AG,Fungus,Over-the-Counter
Clarimycin,Antipyretic,Injection,403 mg,Biogen Inc.,Wound,Prescription
Dolocillin,Antidepressant,Cream,802 mg,Johnson & Johnson,Pain,Prescription
Cefmycin,Antiviral,Cream,535 mg,Boehringer Ingelheim GmbH,Diabetes,Over-the-Counter
Cefmycin,Analgesic,Tablet,491 mg,Amgen Inc.,Fungus,Prescription
Dextromet,Analgesic,Drops,386 mg,"Gilead Sciences, Inc.",Virus,Prescription
Dextrocillin,Antidepressant,Cream,120 mg,Takeda Pharmaceutical Company Limited,Wound,Over-the-Counter
Clarivir,Antidiabetic,Inhaler,397 mg,Amgen Inc.,Pain,Over-the-Counter
Claristatin,Antiseptic,Inhaler,3 mg,Boehringer Ingelheim GmbH,Diabetes,Over-the-Counter
Dolostatin,Antibiotic,Capsule,851 mg,Biogen Inc.,Virus,Prescription
Cefvir,Antidiabetic,Inhaler,126 mg,CSL Limited,Wound,Over-the-Counter
Dextromet,Antiseptic,Cream,698 mg,Bayer AG,Diabetes,Over-the-Counter
Dextromet,Antifungal,Capsule,188 mg,Johnson & Johnson,Diabetes,Prescription
Clarimet,Analgesic,Drops,188 mg,AstraZeneca plc,Fever,Prescription
Acetocillin,Antidiabetic,Syrup,350 mg,Takeda Pharmaceutical Company Limited,Wound,Over-the-Counter
Acetomycin,Antidiabetic,Tablet,517 mg,Bristol-Myers Squibb Company,Diabetes,Prescription
Cefmet,Antiviral,Ointment,197 mg,Eli Lilly and Company,Fever,Over-the-Counter
Metophen,Antidepressant,Syrup,168 mg,Johnson & Johnson,Fever,Over-the-Counter
Metovir,Antiseptic,Cream,787 mg,AstraZeneca plc,Fever,Prescription
Ibupromycin,Antiviral,Ointment,117 mg,AstraZeneca plc,Depression,Over-the-Counter
Clarimet,Antidepressant,Injection,424 mg,AstraZeneca plc,Diabetes,Prescription
Dolonazole,Antifungal,Ointment,324 mg,Pfizer Inc.,Infection,Over-the-Counter
Dolomycin,Antiseptic,Cream,246 mg,Boehringer Ingelheim GmbH,Fever,Prescription
Cefmet,Antibiotic,Cream,606 mg,Johnson & Johnson,Infection,Prescription
Dolomycin,Analgesic,Inhaler,343 mg,Boehringer Ingelheim GmbH,Pain,Prescription
Metomycin,Antibiotic,Tablet,995 mg,"Gilead Sciences, Inc.",Wound,Over-the-Counter
Ibuprovir,Antibiotic,Inhaler,560 mg,Roche Holding AG,Depression,Prescription
Amoxiprofen,Antibiotic,Ointment,479 mg,"Merck & Co., Inc.",Depression,Prescription
Dextrophen,Antifungal,Injection,714 mg,Johnson & Johnson,Fungus,Prescription
Cefprofen,Antifungal,Capsule,604 mg,Johnson & Johnson,Infection,Over-the-Counter
Ibuprophen,Antidiabetic,Tablet,863 mg,Boehringer Ingelheim GmbH,Infection,Prescription
Claristatin,Antibiotic,Syrup,914 mg,Bayer AG,Fever,Prescription
Dextrocillin,Antiseptic,Tablet,989 mg,Eli Lilly and Company,Infection,Over-the-Counter
Ibupromycin,Antifungal,Ointment,430 mg,Johnson & Johnson,Pain,Over-the-Counter
Amoximycin,Antipyretic,Syrup,3 mg,Takeda Pharmaceutical Company Limited,Infection,Prescription
Metomycin,Antibiotic,Ointment,462 mg,GlaxoSmithKline plc,Diabetes,Over-the-Counter
Cefvir,Antidiabetic,Capsule,974 mg,Boehringer Ingelheim GmbH,Pain,Prescription
Cefvir,Antipyretic,Capsule,67 mg,Teva Pharmaceutical Industries Ltd.,Diabetes,Over-the-Counter
Ibupronazole,Antiseptic,Capsule,671 mg,Teva Pharmaceutical Industries Ltd.,Pain,Prescription
Ibupromet,Antibiotic,Ointment,849 mg,Novartis AG,Depression,Over-the-Counter
Clariprofen,Antibiotic,Drops,236 mg,Novartis AG,Pain,Prescription
Acetoprofen,Antifungal,Cream,467 mg,Eli Lilly and Company,Fungus,Prescription
Claristatin,Antiviral,Injection,762 mg,AbbVie Inc.,Infection,Prescription
Ibupronazole,Analgesic,Ointment,548 mg,Novartis AG,Depression,Prescription
Amoxinazole,Antipyretic,Cream,810 mg,Eli Lilly and Company,Infection,Prescription
Cefprofen,Antibiotic,Inhaler,256 mg,Biogen Inc.,Infection,Prescription
Acetophen,Antiseptic,Cream,784 mg,Novo Nordisk A/S,Wound,Over-the-Counter
Metophen,Antidiabetic,Ointment,426 mg,"Gilead Sciences, Inc.",Depression,Over-the-Counter
Dextromycin,Antifungal,Cream,363 mg,Novo Nordisk A/S,Fungus,Over-the-Counter
Acetophen,Analgesic,Ointment,2 mg,Sanofi S.A.,Virus,Over-the-Counter
Amoxiprofen,Antidepressant,Drops,434 mg,Novartis AG,Fever,Prescription
Ibupromycin,Antiviral,Inhaler,705 mg,Takeda Pharmaceutical Company Limited,Infection,Over-the-Counter
Amoxicillin,Antidepressant,Tablet,612 mg,AstraZeneca plc,Depression,Prescription
Cefprofen,Antibiotic,Capsule,709 mg,AbbVie Inc.,Infection,Over-the-Counter
Cefvir,Antiseptic,Inhaler,148 mg,"Gilead Sciences, Inc.",Fungus,Over-the-Counter
Metonazole,Antidepressant,Injection,490 mg,Sanofi S.A.,Fungus,Over-the-Counter
Ibuprocillin,Antiviral,Tablet,730 mg,Boehringer Ingelheim GmbH,Virus,Over-the-Counter
Acetomycin,Analgesic,Tablet,468 mg,AbbVie Inc.,Wound,Prescription
Ibupromet,Antipyretic,Tablet,819 mg,Novo Nordisk A/S,Virus,Prescription
Acetovir,Antipyretic,Capsule,629 mg,Amgen Inc.,Fever,Over-the-Counter
Dextrostatin,Antifungal,Injection,403 mg,AstraZeneca plc,Virus,Over-the-Counter
Amoximycin,Antiviral,Capsule,861 mg,AstraZeneca plc,Fungus,Over-the-Counter
Claristatin,Antiviral,Tablet,422 mg,"Merck & Co., Inc.",Pain,Prescription
Dolocillin,Antiviral,Drops,186 mg,Pfizer Inc.,Depression,Prescription
Dextromet,Antifungal,Drops,255 mg,Sanofi S.A.,Wound,Prescription
Claricillin,Antidepressant,Cream,499 mg,"Merck & Co., Inc.",Virus,Prescription
Cefmet,Antipyretic,Tablet,713 mg,Pfizer Inc.,Virus,Prescription
Metostatin,Antipyretic,Syrup,627 mg,GlaxoSmithKline plc,Diabetes,Prescription
Metocillin,Analgesic,Drops,51 mg,Novartis AG,Pain,Prescription
Dextrovir,Antidiabetic,Capsule,44 mg,Boehringer Ingelheim GmbH,Diabetes,Over-the-Counter
Amoxivir,Antipyretic,Capsule,471 mg,"Merck & Co., Inc.",Infection,Prescription
Metomet,Antiseptic,Ointment,790 mg,Takeda Pharmaceutical Company Limited,Diabetes,Over-the-Counter
Cefprofen,Antidiabetic,Tablet,337 mg,Pfizer Inc.,Fever,Prescription
Clarimet,Antidiabetic,Drops,311 mg,Bayer AG,Infection,Prescription
Ibuprocillin,Antidepressant,Ointment,578 mg,Bristol-Myers Squibb Company,Diabetes,Over-the-Counter
Ibuproprofen,Antifungal,Drops,599 mg,Eli Lilly and Company,Fungus,Prescription
Dextrophen,Antibiotic,Cream,892 mg,GlaxoSmithKline plc,Fever,Prescription
Dolostatin,Antiviral,Capsule,962 mg,Johnson & Johnson,Fungus,Prescription
Claricillin,Antifungal,Capsule,462 mg,Teva Pharmaceutical Industries Ltd.,Fever,Over-the-Counter
Metomycin,Antidiabetic,Inhaler,537 mg,"Merck & Co., Inc.",Virus,Over-the-Counter
Clarinazole,Antiseptic,Ointment,488 mg,Pfizer Inc.,Depression,Prescription
Clarivir,Analgesic,Syrup,576 mg,Johnson & Johnson,Infection,Over-the-Counter
Metostatin,Antiviral,Inhaler,142 mg,Bayer AG,Fever,Over-the-Counter
